info_Nombre de la publicación aprobada por el Indautor,info_No. Expediente en CCPRI,info_Periodicidad,info_Nombre comercial,info_Nombre fiscal,info_RFC del medio impreso,info_Estado,info_Número exterior,info_Código postal,info_Municipio,info_Colonia,info_Calle,info_Teléfono1,info_Presidente/a,info_Director/a editorial,info_Jefe/a de información y/o redacción,info_Fecha fundación,info_Fecha ejemplar,info_Página electrónica,info_Correo electrónico,info_Director/a general,info_Representante legal,info_Gerente comercial,info_Ejemplar de muestra,info_Cuenta con código de ética,info_Carta protesta firmada por el/la títular o el/la representante legal del medio impreso sobre requisitos obligatorios,info_Carta de conocimiento de leyes generales firmada por el/ella representante legal y editor(a) responsable,info_Tipo Tarifa,circulacion_Nombre de la publicación aprobada por el Indautor,circulacion_No. Expediente en CCPRI,circulacion_Periodicidad,circulacion_Fecha de ingreso/actualización del archivo PDF en el sistema,circulacion_Fecha de emisión del certificado,circulacion_Tiraje promedio,circulacion_Tipo de persona física o moral que lleva a cabo la certificación,"circulacion_Nombre, denominación social o razón social según corresponda",circulacion_Número de ediciones evaluadas,circulacion_Promedio de circulación,circulacion_Ventas,circulacion_Devoluciones,circulacion_Circulación pagada,circulacion_Promedio de circulación pagada,perfil_Nombre de la publicación aprobada por el Indautor,perfil_No. Expediente en CCPRI,perfil_Periodicidad,"perfil_Nombre, denominación o razón social",perfil_Estado,perfil_Núm. Exterior,perfil_Núm. Interior,perfil_Código Postal,perfil_Municipio/Delegación,perfil_Colonia,perfil_Calle,perfil_Teléfono,perfil_Página electrónica,perfil_Instrumento de medición,perfil_Universo,perfil_Tamaño de muestra,perfil_Nivel de confianza,perfil_Inicio,perfil_Termino,perfil_Tipo de entrevista o estrategia para el estudio,perfil_Margen de error,perfil_Mujeres,perfil_Hombres,perfil_Urbana,19-24,25-34,35-44,45-54,AB/C+,C,D+,Licenciatura,Postgrado,Preparatoria o Carrera Técnica,Primaria,Secundaria,Ama De Casa,Estudiante,Otro,Retirado,Trabaja Tiempo,Trabaja Tiempo Completo,info_Gerente general,circulacion_Curriculum,perfil_Persona que realiza el perfil del/la lector/a,perfil_Correo Electrónico,55-64,65 y más,D/E,Comerciante,Empleado,Hogar,Industrial,Obrero,Profesionista,circulacion_Distribución gratuita,circulacion_Circulación gratuita,circulacion_Promedio de circulación gratuita,Jubilado,Labores Del Hogar,info_Teléfono2,circulacion_Suscripciónes pagadas,Empleado IP,Empresario,Profesionista Independiente,Servidor Público,perfil_Rural,13-18,Iniciativa Privada,info_Número interior,circulacion_Directorio,circulacion_Metodología,Autoempleado,Director/Gerente,Maestro,Labor De Hogar,circulacion_Distribución a personas identificadas,circulacion_Circulación controlada,circulacion_Promedio de circulación controlada,Trabaja Medio Tiempo,0-12,Comerciantes,Desempleados,Estudiantes,Industriales,Política,Profesionistas,Otros,Sin Estudios,Empleados,Funcionarios,Al Hogar,Jubilado/Pensionado/Retirado,Temporalmente Desempleado,Trabaja,circulacion_Distribución calificada,circulacion_Circulación calificada,circulacion_Promedio de circulación calificada,info_Teléfono3,info_Teléfono4,Pensionado,Jubilado O Pensionado,Profesionistas Independientes,Otra,info_Fax,PPProfesionista Independiente,Agricultor,Ejecutivo,Funcionario Publico,Gobierno,Trabajo Por Su Cuenta,Desempleado,perfil_Mixta,Agricultor/Campesino,Comerciante Ambulante,Comerciante Formal,Empleado Empresa Privada,Pensionado/Jubilado,Periodista,Profesor,Trabaja Por Su Cuenta Como Profesionista,Trabaja Por Su Cuenta En Oficios,Funcionario Público,Sector Empresarial,Negocio Propio,Obrero / Artesano,Por Su Cuenta,Ventas,CASA,ESCUELA,OTROS,TRABAJO,TRANSPORTE,Independientes,Sector Público,Retiro,Trabajo Mediotiempo,Trabajo Tiempo Completo,Al Hogar Y Trabaja 1/2 Tiempo,Estudiante Y Trabaja 1/2 Tiempo,Solo Trabaja 1/2 Tiempo,Director,Dueño O Socio,Gerente,Empleado Privado O Público,Trabaja Medío Tiempo,Agricultor Y Ganadero,Temporamente Desemplado,Estudiante Y Trabaja Medio Tiempo,Servidor Publico,Labores DelHogar,Servidores Público,Profesionista Independiene,Empleado Independiente,Rofesionista,Servicio Pública,Estudiante Y Trabaja,Trabajo,No Contestó,Servicio Publico,Estudiante Y Trabaja 1/2 Medio Tiempo,Funcionario,circulacion_Vendidos a un precio menor del 50%,EMPLEADOS,FUNCIONARIOS,PROFESIONISTAS,Empresario IP,Empresa,Trabaja Por Su Cuenta,IP,Jubildo,Jubilado/pensionado/retirado,Político,Estudiente,Administrativos,Educadores,"Otros Profesionistas Diversos (ingenieros, Contadores)",Esmpresario,Trabajo Completo,Trabajo Medio Tiempo,Amas De Casa,Ejecutivas,Empresaria,Comercante,Profeaionista,Estudante,Estuiante,Empleado Ip,Comerciate,Profesional Independiente,Empleo IP,Servicio Público,Administración Pública,Diseño / Propietario,Jubilado O Pendionado,Agricultor O Ganadero,Empleado Privado,Jubilado Y Pensionado,Patrón/Empresario/Profesionista/Independiente,Trabaja Medo Tiempo,Obrero Pemex,Profesionista Independietne,Servicios Públicos,info_Alto,Estudiante Trabaja 1/2 Tiempo
MILENIO DIARIO DE MONTERREY,CCPRI/3/TC/10/18723,Diario,Milenio Diario De Monterrey,"Milenio Diario, S.A. de C.V.",MDI991214A74,Nuevo León,2245,64700,Monterrey,Roma,Eugenio Garza Sada,81505500 ,Francisco A. González,Luis Petersen Farah,Javier Sepulveda,22 NOV 1974,04 DIC 2018, www.milenio.com,patricia.Ibarra@milenio.com,Ángel Cong,Javier Chapa Cantú,Ileana de Anda,SI,NO,SI,SI,Periódico,MILENIO DIARIO DE MONTERREY,CCPRI/3/TC/10/18723,Diario,02 ENE 2019,31 JUL 2018,43191,Certificadora,"Dinámica de Normas y Consultoría, S. C.",181,34924.44,5137024,1496212,5983213,33056.43,MILENIO DIARIO DE MONTERREY,CCPRI/3/TC/10/18723,Diario,"Ipsos, S.A. de C.V.",Ciudad De México,475,7,121,Álvaro Obregón,Zedec Santa Fe,Av. Santa Fe,01 55 1101 0000,,Cuestionario,19200,800,95,01 JUL 2017,31 DIC 2017,De Casa a Casa,Más Menos Cinco,35%,65%,100%,17%,27%,24%,23%,43%,22%,25%,17%,,36%,7%,40%,,8%,,,,,Ángel Cong,,MORAL,,,,10%,,,,,,,,,,,,,2342401,,,,,,9%,,,,,,,,,338110,338110,1868.01,,,,,,,,,,,,,23%,1%,12%,56%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PUBLIMETRO MONTERREY, N.L.",CCPRI/3/TC/11/19048,Diario,"Publimetro Monterrey,n.l.","Publicaciones Metropolitanas, S.A.P.I. de C.V.",PME051206NG5,Nuevo León,2500,64720,Monterrey,Loma Larga,Loma Alta,818.047.0064 ,,José Lebeña Acebo,Ignacio Gómez,06 NOV 2008,, www.publimetro.com.mx,ventasmty@publimetro.com.mx,Octacio Rivas Garza,Alfredo Benito Castro,Sergio Antonio Montañez Martínez,NO,NO,SI,SI,Periódico,"PUBLIMETRO MONTERREY, N.L.",CCPRI/3/TC/11/19048,Diario,29 DIC 2021,20 OCT 2021,62100,Certificadora,Agencia Certificadora y Gestora de Medios SC,66,60000,,,,,"PUBLIMETRO MONTERREY, N.L.",CCPRI/3/TC/11/19048,Diario,"Ipsos, S.A. de C.V.",Ciudad De México,475,7,121,Álvaro Obregón,Zedec Santa Fe,Av. Santa Fe,01 55 1101 0000,www.agenciacgm.com,Encuesta,30000,7500,95,01 JUL 2021,30 SEP 2021,,Más Menos Cinco,69%,31%,100%,12%,37%,20%,24%,63%,18%,16%,34%,,37%,,27%,,9%,,,,,,,MORAL,acgm.sc@gmail.com,,,3%,,,,,,,3960000,3960000,60000,,,,,,,,,,7%,,A,,,,,,,,,,,,,,,,,,,1%,,,26%,,14%,44%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE OPINION VOZ DEL ISTMO,CCPRI/3/TC/14/20193,Semanal,De Opinion Voz Del Istmo,Sergio Gregorio Amaro Chong,AACS6905097Z0,Oaxaca,102,71232,Santa Cruz Xoxocotlan,Mineria,Magnesio,951.227.5011 ,Sergio Gregorio Amaro Chong,Sergio Gregorio Amaro Chong,Sergio Gregorio Amaro Chong,31 MAY 2005,08 JUN 2019, www.deopinion.com.mx,opinion46@hotmail.com,Sergio Gregorio Amaro Chong,Sergio Gregorio Amaro Chong,Sergio Gregorio Amaro Chong,SI,SI,SI,SI,Periódico,DE OPINION VOZ DEL ISTMO,CCPRI/3/TC/14/20193,Semanal,28 JUN 2019,17 JUN 2019,10240,Certificadora,"Agencia Certificadora y Gestora de Medios, S.C.",12,5000,,,,,DE OPINION VOZ DEL ISTMO,CCPRI/3/TC/14/20193,Semanal,"Agencia Certificadora y Gestora de Medios, S.C.",Ciudad De México,49,1402-14,6500,Cuauhtemoc,Cuauhtémoc,Río Mississipi,55.3685.2022,http://www.agenciacgm.com,Cuestionario,5000,320,95,10 JUN 2019,17 JUN 2019,Internet,Más Menos Cinco,43%,57%,89%,13%,27%,21%,19%,55%,39%,,36%,7%,44%,2%,10%,,10%,,,,,,,MORAL,acgm.sc@gmail.com,11%,,6%,15%,26%,7%,,,19%,60000,60000,5000,,,971.133.4275 ,,,,,,11%,9%,11%,3,,,,,,,,,,,,,,,,,,7%,1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EL IMPARCIAL DEL ISTMO,CCPRI/3/TC/09/18446,Diario,El Imparcial Del Istmo,"PUBLICACIONES FERNANDEZ PICHARDO, S.A. DE C.V.",PFP8705052W6,Oaxaca,9,70680,Salina Cruz,Barrio Cantarranas,Av. Pacifico,971.714.2080 ,María de los Ángeles Fernández Pichardo,Ramón Benjamín Fernández Pichardo,Gonzalo Carrera Pineda,20 ENE 1972,, www.imparcialoaxaca.mx,ventas@imparcialenlinea.com,Ramón Benjamín Fernández Pichardo,María de los Ángeles Fernández Pichardo,,NO,SI,SI,SI,Periódico,EL IMPARCIAL DEL ISTMO,CCPRI/3/TC/09/18446,Diario,27 OCT 2021,21 OCT 2021,14112,Certificadora,Agencia Certificadora y Gestora de Medios SC,92,13659.1,1234088,41676,1217988,13239,EL IMPARCIAL DEL ISTMO,CCPRI/3/TC/09/18446,Diario,"Agencia Certificadora y Gestora de Medios, S.C.",Ciudad De México,49,1402-14,6500,Cuauhtemoc,Cuauhtémoc,Río Mississipi,55.3685.2022,www.agenciacgm.com,Cuestionario,13659,298,97,04 OCT 2021,21 OCT 2021,Internet,Más Menos Tres,36%,64%,100%,12%,16%,31%,26%,85%,15%,,35%,12%,40%,,13%,,12%,,,,,,SI,MORAL,acgm.sc@gmail.com,10%,5%,,25%,19%,11%,,,26%,38649,38649,420.1,,,,25576,,,,,,,,Loc. 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EL IMPARCIAL, EL MEJOR DIARIO DE OAXACA",CCPRI/3/TC/09/18450,Diario,"El Imparcial, El Mejor Diario De Oaxaca","PUBLICACIONES FERNANDEZ PICHARDO, S.A. DE C.V.",PFP8705052W6,Oaxaca,429,68000,Santa Cruz Xoxocotlan,Reforma Agraria,Camino al Sabino,951.516.2812 ,María de los Ángeles Fernández Pichardo,Ramón Benjamín Fernández Pichardo,Gonzálo Carrera Pineda,26 NOV 1951,, www.imparcialoaxaca.mx,ventas@imparcialenlinea.com,Ramón Benjamín Fernández Pichardo,María de los Ángeles Fernández Pichardo,,NO,SI,SI,SI,Periódico,"EL IMPARCIAL, EL MEJOR DIARIO DE OAXACA",CCPRI/3/TC/09/18450,Diario,26 OCT 2021,20 OCT 2021,36020,Certificadora,Agencia Certificadora y Gestora de Medios SC,92,34912,3016220,101936,3173724,34497,"EL IMPARCIAL, EL MEJOR DIARIO DE OAXACA",CCPRI/3/TC/09/18450,Diario,Agencia Certificadora y Gestora de Medios SC,Ciudad De México,49,1402 14,6500,Cuauhtemoc,Cuauhtémoc,Río Mississipi,5536852022,www.agenciacgm.com,Entrevista,34912,413,98,04 OCT 2021,20 OCT 2021,Internet,Más Menos Tres,39%,61%,100%,10%,26%,36%,16%,92%,8%,,31%,8%,49%,,12%,,12%,,,,,,SI,MORAL,acgm.sc@gmail.com,8%,4%,,25%,17%,13%,,,27%,38180,38180,415,,,951.501.8300 ,259440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOTICIAS VOZ E IMAGEN DE LA CUENCA,CCPRI/3/TC/15/20430,Diario,Noticias Voz E Imagen De La Cuenca,"Editorial Voz e Imagen de Oaxaca, S.A. de C.V.",EVI930304BZ5,Oaxaca,59,68300,Tuxtepec,Centro,Vicente Guerrero,287.875.1133 ,Ericel Gómez Nucamendi,José Antonio Márquez Chávez,José Antonio Márquez Chávez,10 FEB 1979,23 DIC 2021, www.nvinoticias.com,jmarquez@noticiasnet.mx,,Jorge Adin Gómez Nucamendi,,SI,SI,SI,SI,Periódico,NOTICIAS VOZ E IMAGEN DE LA CUENCA,CCPRI/3/TC/15/20430,Diario,28 MAR 2022,11 MAR 2022,17177,Certificadora,"Jimsa Comunicación, Activación de Marcas, S.A. de C.V.",90,15933.94,1526805,111950,1428355,15870.61,NOTICIAS VOZ E IMAGEN DE LA CUENCA,CCPRI/3/TC/15/20430,Diario,"Jimsa Comunicación, Activación de Marcas, S.A. de C.V.",Ciudad De México,58,1,6720,Cuauhtemoc,Doctores,Dr. Jiménez,55448561,,Cuestionario,250,150,96,02 FEB 2022,26 FEB 2022,Internet,Más Menos Cuatro,35%,65%,70%,20%,36%,40%,4%,49%,51%,,36%,11%,53%,,,,,,,,,,,MORAL,jimsacomunicacion@hotmail.com,,,,27%,,,,,,5700,5700,63.33,,,287.875.2888 ,13500,,18%,,,30%,,,308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18%,15%,,,,,,,,,,,,,,,22%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOTICIAS VOZ E IMAGEN DE OAXACA,1/432-86-04758,Diario,Noticias Voz E Imagen De Oaxaca,"Editorial Golfo Pacífico, S.A. de C.V.",EGP050812MV4,Oaxaca,411,68000,Oaxaca De Juarez,Centro,Libres,951.502.1000 ,Ericel Gómez Nucamendi,Ismael Sanmartín Hernández,Rolando Ariel Espinoza Rodríguez,12 JUL 1976,23 DIC 2021, www.nvinoticias.com,jguevara@noticiasnet.mx,Dagoberto Noé Lagunas Martínez,Dagoberto Noé Lagunas Martínez,José Manuel Guevara Díaz,SI,SI,SI,SI,Periódico,NOTICIAS VOZ E IMAGEN DE OAXACA,1/432-86-04758,Diario,01 ABR 2022,09 FEB 2022,46148,Certificadora,"Jimsa Comunicación, Activación de Marcas, S.A. de C.V.",90,40814.01,3913361,480100,3658261,40647.34,NOTICIAS VOZ E IMAGEN DE OAXACA,1/432-86-04758,Diario,"Jimsa Comunicación, Activación de Marcas, S.A. de C.V.",Ciudad De México,58,1,6720,Cuauhtemoc,Doctores,Dr. Jiménez,55448561,,Cuestionario,1350,200,96,12 ENE 2022,22 FEB 2022,Internet,Más Menos Cuatro,40%,60%,89%,,23%,42%,31%,89%,11%,,36%,48%,14%,,,,,1%,,,,,SI,MORAL,jimsacomunicacion@hotmail.com,4%,,,30%,,,,,,15000,15000,166.67,,,,225000,,26%,,,11%,,,308,SI,,,,,,,,,,,,,,,,,,2%,,,,,,,,,,,,,,,,,,4%,19%,,,,,,,,,,,,,,,20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOTICIAS VOZ E IMAGEN DEL ISTMO,CCPRI/3/TC/13/19976,Diario,Noticias Voz E Imagen Del Istmo,"Artes Gráficas del Istmo, S.A. de C.V.",AGI130417KU8,Oaxaca,1309,70612,Salina Cruz,Deportiva Norte,Carretera Transístmica km 14,971.725.1472 ,Ericel Gómez Nucamendi,Mariana Saynes Bósquez,Félix Daniel Navarro Hernández,14 JUN 2013,23 DIC 2021, www.nvinoticias.com,msaynes@noticiasnet.mx,Dagoberto Noé Lagunas Martínez,Estefany Lagunas Real,Estefany Lagunas Real,SI,SI,SI,SI,Periódico,NOTICIAS VOZ E IMAGEN DEL ISTMO,CCPRI/3/TC/13/19976,Diario,01 ABR 2022,12 MAR 2022,19082,Certificadora,"Jimsa Comunicación, Activación de Marcas, S.A. de C.V.",90,17910.44,1689990,105500,1602490,17805.44,NOTICIAS VOZ E IMAGEN DEL ISTMO,CCPRI/3/TC/13/19976,Diario,"Jimsa Comunicación, Activación de Marcas, S.A. de C.V.",Ciudad De México,58,1,6720,Cuauhtemoc,Doctores,Dr. Jiménez,55448561,,Cuestionario,300,150,96,04 ENE 2022,27 ENE 2022,Internet,Más Menos Cuatro,25%,75%,57%,,21%,45%,30%,50%,50%,,26%,8%,66%,,,,,,,,,,SI,MORAL,jimsacomunicacion@hotmail.com,4%,,,33%,7%,,,,,9450,9450,105,,,971.725.1473 ,18000,,13%,,,43%,,,,SI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30%,,,,,,,,,,,,,,,,17%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OAXACA EL UNIVERSAL,CCPRI/3/TC/21/21328,Semanal,Oaxaca El Universal,"El Universal Compañía Periodística Nacional, S.A. de C.V.",UPN830920KC4,Oaxaca,1010,68050,Oaxaca De Juarez,Reforma,Dalias,951.688.1412 ,Juan Francisco Ealy Ortíz,David Guadalupe Aponte Hurtazo,Ismael García Morales,29 ABR 2018,, www.eluniversal.com.mx,contacto@eluniversal.com.mx,Juan Francisco Ealy Lanz Duret,Idelfonso Fernández Guevara,Juan Manuel Ramírez Rubio,NO,SI,SI,SI,Periódico,OAXACA EL UNIVERSAL,CCPRI/3/TC/21/21328,Semanal,24 MAY 2021,09 MAR 2021,29805,Certificadora,Agencia Certificadora y Gestora de Medios SC,13,29135,387465,8710,378755,29135,OAXACA EL UNIVERSAL,CCPRI/3/TC/21/21328,Semanal,Agencia Certificadora y Gestora de Medios SC,Ciudad De México,49,1402 14,6500,Cuauhtemoc,Cuauhtémoc,Río Mississipi,5536852022,www.agenciacgm.com,Encuesta,29135,303,97,02 MAR 2021,09 MAR 2021,Internet,Más Menos Tres,43%,57%,100%,19%,31%,24%,26%,36%,24%,21%,34%,46%,20%,,,,11%,,,,,,,MORAL,acgm.sc@gmail.com,,,19%,,16%,13%,,,21%,,,,,,,,,18%,,,,,21%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EL HERALDO DE PUEBLA,CCPRI/3/TC/19/21192,Diario,El Heraldo De Puebla,"Ediciones Gráficas de Puebla, S. R .L. de C. V.",OEH120329757,Puebla,911,72760,Puebla,La Paz,Chietla,222.226.7629 ,José Hanan Budib,Javier González Sánchez,Erick Alain Becerra Rodríguez,04 JUL 1966,, www.heraldodepuebla.com.mx,ventas@heraldodepuebla.com,Erick Alain Becerra Rodríguez,Erick Alain Becerra Rodríguez,,NO,NO,SI,SI,Periódico,EL HERALDO DE PUEBLA,CCPRI/3/TC/19/21192,Diario,26 AGO 2021,02 AGO 2021,5000,Certificadora,"Romay Hermida y Cía, S. C.",91,4443.02,306175,35934,386115,4243.02,EL HERALDO DE PUEBLA,CCPRI/3/TC/19/21192,Diario,"Romay Hermida y Cía, S. C.",Puebla,73,,72810,San Andres Cholula,Paseos de Cholula,Paseo de Cholula,012222218809,,Encuesta,1000,500,95,01 JUN 2021,30 JUN 2021,Internet,Más Menos Cinco,46%,54%,100%,21%,24%,34%,11%,50%,45%,5%,34%,7%,29%,13%,17%,,,,,,,,,MORAL,romayhermidayciasc@gmail.com,,10%,,25%,14%,,,,,18200,18200,200,3%,9%,,115874,,,35%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EL SOL DE PUEBLA,CCPRI/3/TC/08/18082,Diario,El Sol De Puebla,"Cía. Periodística El Sol de Puebla, S. A. de C. V.",PSP790613UG9,Puebla,201,72000,Puebla,Centro,Calle 3 Oriente,222.514.3300 ,Paquita Ramos de Vázquez,Serafín Salazar Arellano,Jorge Rodríguez Corona,05 MAY 1944,, www.elsoldepuebla.com.mx,ssalazar@elsoldepuebla.com.mx,Serafín Salazar Arellano,Carlos Salvador Huerta Lara,Jorge Zamora Martínez,NO,NO,SI,SI,Periódico,EL SOL DE PUEBLA,CCPRI/3/TC/08/18082,Diario,19 ABR 2021,07 OCT 2020,36647,Certificadora,Agencia Certificadora y Gestora de Medios SC,92,35929,3371524,66056,3305468,35929,EL SOL DE PUEBLA,CCPRI/3/TC/08/18082,Diario,Agencia Certificadora y Gestora de Medios SC,Ciudad De México,49,1402 14,6500,Cuauhtemoc,Cuauhtémoc,Río Mississipi,5536852022,www.agenciacgm.com,Encuesta,39921,683,96,28 JUL 2020,26 AGO 2020,Internet,Más Menos Cuatro,41%,59%,96%,7%,23%,27%,12%,71%,5%,15%,52%,15%,24%,,9%,,4%,15%,,,,,,MORAL,acgm.sc@gmail.com,14%,17%,9%,11%,21%,9%,6%,,25%,,,,,,,,,,,,4%,,9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA JORNADA DE ORIENTE,CCPRI/3/TC/08/18189,Lunes A Viernes,La Jornada De Oriente,"Sierra Nevada Comunicaciones, S.A. de C.V.",SNC970228861,Puebla,2109,72500,Puebla,Bella Vista,Manuel Lobato,22.2243.4821 ,Aurelio Fernández y Fuentes,Aurelio Fernández y Fuentes,Fermín Alejandro García Hernández,27 FEB 1997,, www.lajornadadeoriente.com.mx,joropi1@yahoo.com.mx,Susana Edith Rappo Míguez,Susana Edith Rappo Míguez,Sergio Cortés Sánchez,NO,NO,SI,SI,Periódico,LA JORNADA DE ORIENTE,CCPRI/3/TC/08/18189,Lunes A Viernes,20 DIC 2021,17 DIC 2021,3300,Certificadora,"M&A Calificación de Medios, S.C.",64,2734,174976,,174976,2734,LA JORNADA DE ORIENTE,CCPRI/3/TC/08/18189,Lunes A Viernes,"M&A Investigación de la Comunicación, S.C.",Ciudad De México,393,301,6500,Cuauhtemoc,Cuauhtémoc,Paseo de la Reforma,5555146191,http://www.moctezumayasociados.com.mx,Cuestionario,5140,300,95,13 NOV 2019,20 NOV 2019,Internet,Más Menos Cinco,38%,62%,100%,3%,25%,40%,32%,31%,43%,26%,62%,23%,11%,,4%,8%,7%,,15%,,46%,,,MORAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15%,,,,,,,,,,,,,,,,,,,,,,,,9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA OPINION DIARIO DE LA MAÑANA,CCPRI/3/TC/12/19697,Diario,La Opinion Diario De La Mañana,"Ediciones e Impresiones Brika, S.A. de C.V.",EIB060623QJ6,Puebla,316,72080,Puebla,Santa María,Avenida 32 Poniente,222.246.4358 ,,,Hugo Sanchez Izquierdo,24 FEB 1924,09 MAY 2019, www.laopinionpuebla.com,gerenciaopinion@yahoo.com.mx,Oscar Lopez Morales,Oscar López Morales,Jorge A. Ramirez Aguilar,SI,NO,SI,SI,Periódico,LA OPINION DIARIO DE LA MAÑANA,CCPRI/3/TC/12/19697,Diario,28 MAY 2019,21 MAY 2019,13253,Certificadora,Agencia Certificadora y Gestora de Medios SC,89,7207,1178894,538094,641423,7207,LA OPINION DIARIO DE LA MAÑANA,CCPRI/3/TC/12/19697,Diario,Agencia Certificadora y Gestora de Medios SC,Ciudad De México,49,1402 14,6500,Cuauhtemoc,Cuauhtémoc,Río Mississipi,5536852022,www.agenciacgm.com,Encuesta,7207,420,97,14 MAY 2019,21 MAY 2019,Internet,Más Menos Tres,34%,66%,89%,29%,31%,23%,10%,65%,24%,,21%,18%,20%,17%,19%,,2%,,,,,,,MORAL,acgm.sc@gmail.com,2%,,11%,9%,,12%,,,46%,,,,,,,623,,,,,11%,5%,11%,,,,,,,,,,,,,,,,,9%,,11%,5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MILENIO PUEBLA,CCPRI/3/TC/09/18505,Diario,Milenio Puebla,"Milenio Diario, S. A. de C. V.",MDI991214A74,Puebla,5208,72820,Cholula,Unidad Territorial Atlixcayotl,Blvd. Atlixcayotl,130-0505 ,Francisco D. González,Pablo Ruíz,Cirse Balderas,26 ENE 2005,13 DIC 2018, www.milenio.com,patricia.ibarra@milenio.com,Angel Cong,Javier Chapa Cantú,Silvia Estrada,NO,NO,SI,SI,Periódico,MILENIO PUEBLA,CCPRI/3/TC/09/18505,Diario,08 ENE 2019,20 SEP 2018,13078,Consultoria,"Dinámica de Normas y Consultoría, S. C.",181,10333.81,1712634,318495,1664610,9196.74,MILENIO PUEBLA,CCPRI/3/TC/09/18505,Diario,"Ipsos, S.A. de C.V.",Ciudad De México,475,7,121,Álvaro Obregón,Zedec Santa Fe,Av. Santa Fe,01 55 1101 0000,,Cuestionario,19200,800,95,01 JUL 2017,31 DIC 2017,De Casa a Casa,Más Menos Cinco,48%,52%,100%,21%,24%,12%,10%,34%,25%,16%,25%,8%,48%,4%,15%,,53%,,,,,Angel Cong,,MORAL,,,,25%,,,6%,,,,,,,,,,270471,,,,,,33%,,25,,,,,,,49168,49168,271.65,,,,,,,,,,,,,,,,40%,156642,156642,865.43,,,,,,,,,,,,,,1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
